ERROR  | wrapper  | 2018/11/26 14:40:53 | The mycat service is not installed - The specified service does not exist as an installed service. (0x424)
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		, f_forumlist.fname, f_forumlist.img, f_forumlist.type AS forum_type
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	FROM f_user, f_forumlist, f_post
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	WHERE f_post.fid = NULL
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_post.fid = f_forumlist.fid
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_post.creator = sid
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_post.enable = true
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_forumlist.enable = true
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_forumlist.authority = true
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	ORDER BY lastupdatetime DESC
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	) tmp_count}, respHandler=SingleNodeHandler [node=dn1{SELECT COUNT(0) AS COUNT0
INFO   | jvm 1    | 2018/12/24 15:23:58 | FROM (SELECT user_img, nickname, sid, f_post.postid, f_post.fid
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		, f_post.postid, f_post.type, f_post.title, f_post.text, f_post.lastupdatetime
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		, f_post.video, f_post.img0, f_post.img1, f_post.img2, f_post.img3
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		, f_post.img4, f_post.img5, f_post.img6, f_post.img7, f_post.img8
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		, f_forumlist.fname, f_forumlist.img, f_forumlist.type AS forum_type
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	FROM f_user, f_forumlist, f_post
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	WHERE f_post.fid = NULL
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_post.fid = f_forumlist.fid
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_post.creator = sid
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_post.enable = true
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_forumlist.enable = true
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_forumlist.authority = true
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	ORDER BY lastupdatetime DESC
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	) tmp_count}, packetId=1], host=localhost, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false] frontend host:127.0.0.1/58615/root  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:249) 
INFO   | jvm 1    | 2018/12/24 15:23:58 | 2018-12-24 15:23:58,671 [WARN ][$_NIOREACTOR-1-RW] execute  sql err : errno:1060 Duplicate column name 'postid' con:MySQLConnection [id=5, lastTime=1545636238640, user=root, schema=forum, old shema=forum, borrowed=true, fromSlaveDB=false, threadId=16, charset=utf8, txIsolation=3, autocommit=true, attachment=dn1{SELECT COUNT(0) AS COUNT0
INFO   | jvm 1    | 2018/12/24 15:23:58 | FROM (SELECT user_img, nickname, sid, f_post.postid, f_post.fid
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		, f_post.postid, f_post.type, f_post.title, f_post.text, f_post.lastupdatetime
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		, f_post.video, f_post.img0, f_post.img1, f_post.img2, f_post.img3
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		, f_post.img4, f_post.img5, f_post.img6, f_post.img7, f_post.img8
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		, f_forumlist.fname, f_forumlist.img, f_forumlist.type AS forum_type
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	FROM f_user, f_forumlist, f_post
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	WHERE f_post.fid = NULL
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_post.fid = f_forumlist.fid
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_post.creator = sid
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_post.enable = true
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_forumlist.enable = true
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_forumlist.authority = true
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	ORDER BY lastupdatetime DESC
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	) tmp_count}, respHandler=SingleNodeHandler [node=dn1{SELECT COUNT(0) AS COUNT0
INFO   | jvm 1    | 2018/12/24 15:23:58 | FROM (SELECT user_img, nickname, sid, f_post.postid, f_post.fid
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		, f_post.postid, f_post.type, f_post.title, f_post.text, f_post.lastupdatetime
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		, f_post.video, f_post.img0, f_post.img1, f_post.img2, f_post.img3
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		, f_post.img4, f_post.img5, f_post.img6, f_post.img7, f_post.img8
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		, f_forumlist.fname, f_forumlist.img, f_forumlist.type AS forum_type
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	FROM f_user, f_forumlist, f_post
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	WHERE f_post.fid = NULL
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_post.fid = f_forumlist.fid
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_post.creator = sid
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_post.enable = true
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_forumlist.enable = true
INFO   | jvm 1    | 2018/12/24 15:23:58 | 		AND f_forumlist.authority = true
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	ORDER BY lastupdatetime DESC
INFO   | jvm 1    | 2018/12/24 15:23:58 | 	) tmp_count}, packetId=1], host=localhost, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false] frontend host:127.0.0.1/58615/root  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:249) 
INFO   | jvm 1    | 2018/12/24 15:24:08 | 2018-12-24 15:24:08,401 [WARN ][$_NIOREACTOR-2-RW] execute  sql err : errno:1060 Duplicate column name 'postid' con:MySQLConnection [id=10, lastTime=1545636248379, user=root, schema=forum, old shema=forum, borrowed=true, fromSlaveDB=false, threadId=23, charset=utf8, txIsolation=3, autocommit=true, attachment=dn1{SELECT COUNT(0) AS COUNT0
INFO   | jvm 1    | 2018/12/24 15:24:08 | FROM (SELECT user_img, nickname, sid, f_post.postid, f_post.fid
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		, f_post.postid, f_post.type, f_post.title, f_post.text, f_post.lastupdatetime
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		, f_post.video, f_post.img0, f_post.img1, f_post.img2, f_post.img3
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		, f_post.img4, f_post.img5, f_post.img6, f_post.img7, f_post.img8
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		, f_forumlist.fname, f_forumlist.img, f_forumlist.type AS forum_type
INFO   | jvm 1    | 2018/12/24 15:24:08 | 	FROM f_user, f_forumlist, f_post
INFO   | jvm 1    | 2018/12/24 15:24:08 | 	WHERE f_post.fid = '1'
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		AND f_post.fid = f_forumlist.fid
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		AND f_post.creator = sid
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		AND f_post.enable = true
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		AND f_forumlist.enable = true
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		AND f_forumlist.authority = true
INFO   | jvm 1    | 2018/12/24 15:24:08 | 	ORDER BY lastupdatetime DESC
INFO   | jvm 1    | 2018/12/24 15:24:08 | 	) tmp_count}, respHandler=SingleNodeHandler [node=dn1{SELECT COUNT(0) AS COUNT0
INFO   | jvm 1    | 2018/12/24 15:24:08 | FROM (SELECT user_img, nickname, sid, f_post.postid, f_post.fid
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		, f_post.postid, f_post.type, f_post.title, f_post.text, f_post.lastupdatetime
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		, f_post.video, f_post.img0, f_post.img1, f_post.img2, f_post.img3
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		, f_post.img4, f_post.img5, f_post.img6, f_post.img7, f_post.img8
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		, f_forumlist.fname, f_forumlist.img, f_forumlist.type AS forum_type
INFO   | jvm 1    | 2018/12/24 15:24:08 | 	FROM f_user, f_forumlist, f_post
INFO   | jvm 1    | 2018/12/24 15:24:08 | 	WHERE f_post.fid = '1'
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		AND f_post.fid = f_forumlist.fid
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		AND f_post.creator = sid
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		AND f_post.enable = true
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		AND f_forumlist.enable = true
INFO   | jvm 1    | 2018/12/24 15:24:08 | 		AND f_forumlist.authority = true
INFO   | jvm 1    | 2018/12/24 15:24:08 | 	ORDER BY lastupdatetime DESC
INFO   | jvm 1    | 2018/12/24 15:24:08 | 	) tmp_count}, packetId=1], host=localhost, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false] frontend host:127.0.0.1/58615/root  (io.mycat.backend.mysql.nio.handler.SingleNodeHandler:SingleNodeHandler.java:249) 
INFO   | jvm 1    | 2018/12/24 15:26:30 | 2018-12-24 15:26:30,157 [INFO ][$_NIOREACTOR-2-RW] close connection,reason:program err:java.io.IOException: An existing connection was forcibly closed by the remote host ,ServerConnection [id=56, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:26:30 | 2018-12-24 15:26:30,162 [INFO ][$_NIOREACTOR-2-RW] close connection,reason:program err:java.io.IOException: An existing connection was forcibly closed by the remote host ,ServerConnection [id=60, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:26:30 | 2018-12-24 15:26:30,162 [INFO ][$_NIOREACTOR-3-RW] close connection,reason:program err:java.io.IOException: An existing connection was forcibly closed by the remote host ,ServerConnection [id=61, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:26:30 | 2018-12-24 15:26:30,162 [INFO ][$_NIOREACTOR-1-RW] close connection,reason:program err:java.io.IOException: An existing connection was forcibly closed by the remote host ,ServerConnection [id=59, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:26:41 | 2018-12-24 15:26:41,204 [INFO ][$_NIOREACTOR-0-RW] ServerConnection [id=62, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 15:26:52 | 2018-12-24 15:26:52,285 [INFO ][$_NIOREACTOR-1-RW] ServerConnection [id=63, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 15:28:30 | 2018-12-24 15:28:30,613 [INFO ][$_NIOREACTOR-0-RW] close connection,reason:program err:java.io.IOException: An existing connection was forcibly closed by the remote host ,ServerConnection [id=62, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:28:30 | 2018-12-24 15:28:30,615 [INFO ][$_NIOREACTOR-1-RW] close connection,reason:program err:java.io.IOException: An existing connection was forcibly closed by the remote host ,ServerConnection [id=63, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:28:54 | 2018-12-24 15:28:54,217 [INFO ][$_NIOREACTOR-2-RW] ServerConnection [id=64, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 15:29:05 | 2018-12-24 15:29:05,714 [INFO ][$_NIOREACTOR-3-RW] ServerConnection [id=65, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 15:29:57 | 2018-12-24 15:29:57,205 [INFO ][$_NIOREACTOR-0-RW] ServerConnection [id=66, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 15:29:57 | 2018-12-24 15:29:57,273 [INFO ][$_NIOREACTOR-1-RW] ServerConnection [id=67, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 15:29:57 | 2018-12-24 15:29:57,285 [INFO ][$_NIOREACTOR-2-RW] ServerConnection [id=68, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 15:30:54 | 2018-12-24 15:30:54,248 [INFO ][$_NIOREACTOR-3-RW] close connection,reason:quit cmd ,ServerConnection [id=65, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:33:57 | 2018-12-24 15:33:57,344 [INFO ][Timer1] ServerConnection [id=64, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/12/24 15:33:57 | 2018-12-24 15:33:57,344 [INFO ][Timer1] close connection,reason: idle  ,ServerConnection [id=64, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:34:57 | 2018-12-24 15:34:57,344 [INFO ][Timer1] ServerConnection [id=66, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/12/24 15:34:57 | 2018-12-24 15:34:57,344 [INFO ][Timer1] close connection,reason: idle  ,ServerConnection [id=66, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:35:22 | 2018-12-24 15:35:22,344 [INFO ][Timer0] ServerConnection [id=67, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/12/24 15:35:22 | 2018-12-24 15:35:22,344 [INFO ][Timer0] close connection,reason: idle  ,ServerConnection [id=67, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:35:22 | 2018-12-24 15:35:22,344 [INFO ][Timer0] ServerConnection [id=68, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/12/24 15:35:22 | 2018-12-24 15:35:22,344 [INFO ][Timer0] close connection,reason: idle  ,ServerConnection [id=68, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:35:44 | 2018-12-24 15:35:44,533 [INFO ][$_NIOREACTOR-3-RW] ServerConnection [id=69, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 15:35:44 | 2018-12-24 15:35:44,542 [INFO ][$_NIOREACTOR-0-RW] ServerConnection [id=70, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 15:35:48 | 2018-12-24 15:35:48,520 [INFO ][$_NIOREACTOR-1-RW] ServerConnection [id=71, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 15:35:48 | 2018-12-24 15:35:48,529 [INFO ][$_NIOREACTOR-2-RW] ServerConnection [id=72, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 15:35:48 | 2018-12-24 15:35:48,582 [INFO ][$_NIOREACTOR-3-RW] ServerConnection [id=73, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 15:36:54 | 2018-12-24 15:36:54,256 [INFO ][$_NIOREACTOR-0-RW] close connection,reason:quit cmd ,ServerConnection [id=70, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:36:54 | 2018-12-24 15:36:54,256 [INFO ][$_NIOREACTOR-3-RW] close connection,reason:quit cmd ,ServerConnection [id=69, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:40:49 | 2018-12-24 15:40:49,353 [INFO ][Timer1] ServerConnection [id=71, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/12/24 15:40:49 | 2018-12-24 15:40:49,353 [INFO ][Timer1] close connection,reason: idle  ,ServerConnection [id=71, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:40:49 | 2018-12-24 15:40:49,354 [INFO ][Timer1] ServerConnection [id=73, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/12/24 15:40:49 | 2018-12-24 15:40:49,354 [INFO ][Timer1] close connection,reason: idle  ,ServerConnection [id=73, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:46:07 | 2018-12-24 15:46:07,349 [INFO ][$_NIOREACTOR-0-RW] ServerConnection [id=74, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 15:51:07 | 2018-12-24 15:51:07,350 [INFO ][Timer1] ServerConnection [id=72, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/12/24 15:51:07 | 2018-12-24 15:51:07,350 [INFO ][Timer1] close connection,reason: idle  ,ServerConnection [id=72, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:57:56 | 2018-12-24 15:57:56,355 [INFO ][Timer0] ServerConnection [id=74, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/12/24 15:57:56 | 2018-12-24 15:57:56,355 [INFO ][Timer0] close connection,reason: idle  ,ServerConnection [id=74, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 15:58:25 | 2018-12-24 15:58:25,195 [INFO ][$_NIOREACTOR-1-RW] ServerConnection [id=75, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 16:19:02 | 2018-12-24 16:19:02,370 [INFO ][Timer1] ServerConnection [id=75, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/12/24 16:19:02 | 2018-12-24 16:19:02,370 [INFO ][Timer1] close connection,reason: idle  ,ServerConnection [id=75, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 16:26:13 | 2018-12-24 16:26:13,050 [INFO ][$_NIOREACTOR-2-RW] ServerConnection [id=76, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 16:31:33 | 2018-12-24 16:31:33,378 [INFO ][Timer0] ServerConnection [id=76, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum] idle timeout  (io.mycat.net.AbstractConnection:AbstractConnection.java:521) 
INFO   | jvm 1    | 2018/12/24 16:31:33 | 2018-12-24 16:31:33,378 [INFO ][Timer0] close connection,reason: idle  ,ServerConnection [id=76, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2018/12/24 17:20:53 | 2018-12-24 17:20:52,966 [INFO ][$_NIOREACTOR-3-RW] ServerConnection [id=77, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]'root' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2018/12/24 17:20:56 | 2018-12-24 17:20:56,188 [INFO ][$_NIOREACTOR-3-RW] close connection,reason:program err:java.io.IOException: An existing connection was forcibly closed by the remote host ,ServerConnection [id=77, schema=forum, host=127.0.0.1, user=root,txIsolation=3, autocommit=true, schema=forum]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
STATUS | wrapper  | 2018/12/24 17:21:29 | CTRL-C trapped.  Shutting down.
INFO   | jvm 1    | 2018/12/24 17:21:31 | Java HotSpot(TM) 64-Bit Server VM warning: ignoring option MaxPermSize=64M; support was removed in 8.0
STATUS | wrapper  | 2018/12/24 17:21:31 | <-- Wrapper Stopped
STATUS | wrapper  | 2018/12/24 17:21:37 | --> Wrapper Started as Console
STATUS | wrapper  | 2018/12/24 17:21:37 | Launching a JVM...
INFO   | jvm 1    | 2018/12/24 17:21:38 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2018/12/24 17:21:38 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2018/12/24 17:21:38 | 
INFO   | jvm 1    | 2018/12/24 17:21:38 | 2018-12-24 17:21:38,460 [INFO ][WrapperSimpleAppMain] total resouces of dataHost localhost1 is :1  (io.mycat.backend.datasource.PhysicalDBPool:PhysicalDBPool.java:100) 
INFO   | jvm 1    | 2018/12/24 17:21:38 | 2018-12-24 17:21:38,467 [INFO ][WrapperSimpleAppMain] create layer cache pool TableID2DataNodeCache of type encache ,default cache size 10000 ,default expire seconds18000  (io.mycat.cache.CacheService:CacheService.java:125) 
INFO   | jvm 1    | 2018/12/24 17:21:38 | 2018-12-24 17:21:38,467 [INFO ][WrapperSimpleAppMain] create child Cache: TESTDB_ORDERS for layered cache TableID2DataNodeCache, size 50000, expire seconds 18000  (io.mycat.cache.DefaultLayedCachePool:DefaultLayedCachePool.java:80) 
INFO   | jvm 1    | 2018/12/24 17:21:38 | 2018-12-24 17:21:38,556 [INFO ][WrapperSimpleAppMain] dyna class load from .\catlet,and auto check for class file modified every 60 seconds  (io.mycat.config.classloader.DynaClassLoader:DynaClassLoader.java:34) 
INFO   | jvm 1    | 2018/12/24 17:21:38 | 2018-12-24 17:21:38,556 [INFO ][WrapperSimpleAppMain] ===============================================  (io.mycat.MycatServer:MycatServer.java:266) 
INFO   | jvm 1    | 2018/12/24 17:21:38 | 2018-12-24 17:21:38,556 [INFO ][WrapperSimpleAppMain] MyCat is ready to startup ...  (io.mycat.MycatServer:MycatServer.java:267) 
INFO   | jvm 1    | 2018/12/24 17:21:38 | 2018-12-24 17:21:38,556 [INFO ][WrapperSimpleAppMain] Startup processors ...,total processors:4,aio thread pool size:8    
INFO   | jvm 1    | 2018/12/24 17:21:38 |  each process allocated socket buffer pool  bytes ,a page size:2097152  a page's chunk number(PageSize/ChunkSize) is:512  buffer page's number is:80  (io.mycat.MycatServer:MycatServer.java:279) 
